userId,itemId,Xmin,Ymin,Xmax,Ymax
650,12582,192,759,825,1348
909,12582,341,754,756,1217
1668,12582,184,733,873,1214
183,8947,241,696,816,1276
29,8947,438,787,820,1029
1181,8947,247,730,754,1268
287,8947,213,763,773,1244
478,8947,86,717,825,1281
347,8947,544,829,689,998
524,8947,167,752,645,1074
525,8947,235,666,833,1248
748,8947,271,851,808,1181
1547,8947,253,808,761,1283
71,8947,207,739,792,1264
492,31229,120,535,571,921
535,31229,140,597,525,780
1287,31229,129,543,589,929
1508,31229,154,500,530,883
1193,31229,142,517,496,848
1142,31229,122,541,478,795
1529,34115,61,740,250,881
1316,34115,40,800,194,878
929,34115,42,734,253,889
1222,34115,54,770,195,880
391,34115,57,741,242,883
925,34115,51,734,254,885
119,34115,56,753,246,876
289,23685,184,623,661,973
1010,23685,105,572,680,1041
1122,23685,115,571,719,1042
917,29236,94,415,484,755
314,29236,508,740,510,743
1585,29236,180,435,436,709
892,2721,224,886,399,934
577,2721,166,853,446,1028
572,2721,171,823,452,1032
1651,2721,162,836,475,1029
950,2721,147,873,447,1002
1006,2721,169,891,288,987
1333,2721,77,851,285,1025
512,17580,32,462,802,1174
451,17580,72,475,769,1120
389,17580,139,464,941,1192
750,31881,267,634,864,1191
957,31881,235,818,834,1238
335,31881,249,706,712,1170
749,13336,10,358,470,515
73,13336,26,234,425,527
334,13336,18,227,490,528
1327,13336,26,246,478,530
338,13336,53,249,465,537
741,13336,13,240,14,242
630,13336,132,253,416,397
1052,13336,26,251,486,515
1485,13336,12,238,492,535
552,13899,152,825,355,1016
1514,13899,188,904,260,997
1466,13899,191,867,313,997
1739,13899,152,833,304,1036
1211,13899,194,889,282,1010
1086,13899,193,879,266,967
1462,13899,179,866,290,975
1299,13899,177,886,291,984
161,13899,153,845,331,1008
449,13899,193,877,277,1012
606,18546,56,791,77,799
163,18546,51,784,88,818
774,18546,53,785,87,813
824,18546,54,787,79,807
317,18546,53,786,89,811
1514,14676,378,622,538,826
310,14676,327,606,553,799
1086,14676,401,612,499,758
1159,14676,337,613,563,861
383,14676,375,622,551,795
1684,14676,332,614,541,866
1681,14676,261,601,643,795
552,14676,341,595,565,845
664,14676,361,629,554,777
161,14676,249,545,708,960
1389,7707,94,1007,170,1084
1442,7707,98,1014,161,1070
1508,7707,95,1005,116,1083
985,22165,86,459,333,648
55,22165,114,461,309,636
1083,22165,29,415,295,626
1406,22165,77,475,338,626
1677,22165,151,496,192,564
1518,22165,11,213,570,639
442,22165,60,419,312,647
1682,22165,39,448,275,645
1163,22165,109,468,220,630
994,7591,93,260,523,651
502,7591,117,247,749,712
1698,7591,91,244,748,712
662,28353,54,498,281,650
1580,28353,50,519,291,637
822,28353,67,535,226,622
1081,28353,61,515,249,629
831,28353,47,497,258,639
1034,28353,85,521,222,625
611,24976,215,493,451,829
119,24976,172,515,485,982
998,24976,51,497,483,1001
501,24976,237,507,454,999
387,24976,104,476,454,1054
1158,21040,117,698,613,1122
1461,21040,150,690,489,1024
1689,21040,172,721,541,1106
1370,30093,52,971,542,1399
1044,30093,51,975,530,1397
62,30093,60,984,527,1333
230,30742,262,595,424,813
922,30742,240,574,523,824
936,30742,267,637,468,800
391,30742,286,544,451,814
886,30742,249,627,414,810
118,30742,237,582,439,842
568,30742,249,580,463,834
998,30742,251,587,464,804
1706,30742,199,549,524,891
1580,27663,185,752,743,1159
831,27663,167,761,687,1077
1257,27663,202,754,709,1156
656,27663,256,791,732,1185
1298,27663,210,763,738,1189
563,12701,79,868,453,1160
1314,12701,55,866,441,1164
1045,12701,83,882,354,1096
1638,12701,45,862,460,1172
3,12701,48,870,462,1176
504,12701,45,861,465,1162
391,12701,47,870,445,1170
1380,33682,344,521,654,981
1191,33682,331,672,557,879
1055,33682,409,523,616,944
415,33682,415,549,615,663
182,33682,273,522,650,990
410,33682,306,532,636,959
128,33682,38,524,655,990
951,33682,334,542,647,950
1132,33682,426,538,629,842
952,33682,436,553,623,908
1640,1983,64,722,271,935
1602,1983,120,720,243,879
1480,1983,97,744,239,903
1684,15471,181,368,442,638
1681,15471,172,352,539,642
56,15471,219,372,466,646
370,16944,60,779,588,1292
1592,16944,116,785,570,1208
768,16944,40,760,594,1303
1107,15635,70,896,474,1164
1174,15635,67,932,502,1172
1117,15635,55,910,514,1179
1598,15635,46,859,575,1219
219,15635,330,947,495,1081
732,15635,327,990,433,1062
1554,25112,220,662,635,1143
291,25112,317,681,609,1088
189,25112,263,551,606,1172
1123,25112,106,665,619,1181
952,25112,285,794,568,1146
957,25112,266,752,642,1184
12,25112,303,790,593,1146
947,7090,102,791,396,1027
1420,7090,102,794,386,1026
1133,7090,97,799,381,1014
1433,7090,102,791,381,1029
1646,7090,101,806,363,1013
952,7090,245,919,246,920
1158,21659,78,852,664,1305
1088,21659,159,884,671,1366
55,21659,101,852,681,1332
858,26654,28,567,140,642
860,26654,29,563,30,564
1454,26654,36,575,127,641
1585,28917,91,235,579,834
1026,28917,85,284,605,888
831,28917,65,210,582,857
853,22538,127,338,581,772
1182,22538,179,343,564,724
125,22538,95,327,584,675
296,19962,217,815,895,1235
1290,19962,242,749,791,1249
1148,19962,237,829,864,1242
252,794,508,1017,1027,1554
1383,794,604,1005,1033,1639
1019,794,840,1190,977,1374
862,794,48,945,284,1103
436,794,645,991,1049,1555
1508,794,41,895,307,1293
422,794,57,950,974,1345
1725,794,209,930,1031,1631
1385,794,122,991,1051,1520
533,794,723,1060,1049,1567
119,25975,113,768,510,1086
501,25975,186,803,512,1077
1470,25975,108,783,503,1089
1218,25975,114,767,476,1116
507,25975,143,817,487,1072
1046,25975,190,846,452,1003
1222,22475,36,658,155,751
110,22475,36,659,168,748
65,22475,36,658,170,751
930,22475,41,660,161,742
879,22475,32,656,171,759
323,801,68,671,241,875
1602,801,56,682,211,846
886,801,43,672,212,870
265,8180,94,749,595,1623
154,8180,71,841,592,1563
1685,8180,83,814,624,1359
213,8180,74,815,601,1604
448,8180,107,814,612,1567
1389,12543,32,642,82,675
1668,12543,33,641,82,676
650,12543,35,641,86,674
1672,12543,32,643,83,680
963,12543,33,647,83,671
909,12543,36,641,80,678
289,23680,41,835,102,852
1122,23680,38,825,121,875
26,23680,35,826,121,878
1010,23680,42,829,56,878
1544,23680,37,828,119,873
576,23680,39,830,116,880
120,23680,40,827,122,875
1483,23680,44,832,116,874
15,23680,39,828,121,876
447,15842,124,234,735,761
552,15842,143,270,704,744
1584,15842,81,221,749,765
1684,15842,95,244,730,753
1254,4631,80,767,364,980
873,4631,71,771,364,983
661,4631,52,739,374,1014
100,4631,67,741,370,1007
1396,4631,72,734,359,978
1404,4631,63,743,376,1015
886,10544,27,540,124,608
1599,10544,50,541,126,597
782,10544,29,540,120,609
1319,9467,97,714,334,872
384,9467,121,718,322,845
886,9467,120,750,294,836
1377,34973,112,328,523,594
1422,34973,67,243,724,755
191,34973,125,404,548,685
525,34973,104,379,519,548
1546,34973,45,740,48,743
1186,34973,64,304,759,785
751,34973,48,279,547,718
1332,34973,88,342,586,678
338,34973,310,342,520,644
1684,14203,59,1110,79,1126
161,14203,58,1109,81,1127
1211,14203,61,1112,73,1121
1462,14203,61,1109,73,1120
664,14203,57,1111,79,1126
1086,14203,60,1110,71,1119
552,14203,59,1108,80,1126
1159,14203,60,1109,77,1127
71,20379,230,290,567,670
30,20379,236,345,527,618
476,20379,198,343,635,690
573,9333,44,1201,491,1657
748,9333,103,1324,392,1527
421,9333,75,1205,442,1670
469,9333,63,1243,437,1614
941,9333,70,1221,439,1670
1717,9333,84,1240,456,1637
1543,9333,58,1222,452,1648
887,9333,67,1252,463,1641
13,9333,46,1205,479,1660
71,9333,75,1236,386,1578
506,35123,91,1042,284,1196
1704,35123,61,1038,299,1208
1408,35123,107,1051,240,1180
707,19861,65,1040,224,1250
496,19861,70,1051,204,1248
711,19861,77,1055,170,1176
1212,19861,51,1029,222,1211
871,19861,65,1046,219,1254
263,19861,57,1035,221,1254
266,26930,31,471,372,713
153,26930,43,481,344,712
1585,26930,42,482,346,710
1573,31634,156,591,406,1004
1196,31634,115,587,510,1105
761,31634,136,594,381,804
134,31634,97,571,485,1113
697,31634,125,597,521,1113
32,31634,96,621,495,1102
1675,31634,96,563,503,1086
255,31634,60,589,517,1114
1508,31634,77,639,525,1097
244,31634,53,586,516,1084
299,11796,152,1196,735,1623
1565,11796,53,1103,799,1641
437,11796,316,1163,760,1613
1508,11796,38,1163,781,1602
909,11796,233,1155,675,1491
199,11796,151,1140,762,1583
810,11796,61,1172,763,1618
1663,11796,59,1165,771,1620
963,11796,389,1230,766,1604
1665,11796,393,1205,710,1476
115,26853,31,329,609,1128
567,26853,111,369,512,894
273,26853,40,348,603,1104
1643,26853,72,354,494,1064
1268,26853,52,362,574,1101
1383,3185,79,288,583,1060
363,3185,36,228,617,806
903,3185,20,267,563,815
851,21839,112,397,282,546
1182,21839,98,407,256,555
853,21839,97,393,250,565
1416,17132,49,893,162,1012
503,17132,35,880,152,1040
991,17132,59,912,153,1038
1198,27398,21,513,663,945
1206,27398,180,453,680,777
818,27398,55,410,728,946
962,27398,104,457,741,910
1671,27398,44,411,743,916
1556,27398,198,416,696,870
44,27398,26,409,710,941
831,26967,51,766,547,1072
266,26967,47,751,578,1093
1458,26967,155,775,532,1067
1420,35652,320,250,520,494
891,35652,111,230,673,512
631,35652,306,243,522,524
952,35652,363,277,520,479
191,35652,309,278,561,428
1435,35652,253,233,583,527
1511,9636,24,481,976,1167
1588,9636,142,528,898,1077
1210,9636,19,507,955,1065
952,34791,112,887,199,981
1487,34791,49,868,236,1005
1186,34791,54,873,245,1004
352,34791,57,877,213,1006
20,34791,51,874,237,1000
1492,34791,94,887,222,996
69,6308,79,458,178,519
947,6308,68,446,180,543
123,6308,89,452,184,533
1684,15490,66,696,848,1275
552,15490,89,671,833,1046
1681,15490,38,696,854,1291
1222,33897,116,770,270,959
1271,33897,113,817,273,927
925,33897,93,804,280,933
94,2014,125,563,607,929
1199,2014,179,586,489,916
1384,2014,99,553,655,937
971,23861,21,373,140,434
805,23861,76,374,136,432
963,23861,22,377,134,429
592,23861,19,372,144,450
140,23861,63,373,147,431
247,23861,80,378,136,431
880,1691,99,303,319,556
1101,1691,76,308,447,548
1169,1691,14,306,419,565
1231,9323,51,521,124,616
1543,9323,42,516,126,611
517,9323,99,550,100,551
421,9323,56,518,141,600
25,9323,84,530,110,563
748,9323,65,535,131,586
887,9323,54,519,114,604
641,9323,41,522,147,603
71,9323,44,520,117,605
952,25105,228,348,611,820
957,25105,74,288,753,898
1123,25105,126,362,668,845
886,1661,58,502,72,529
1101,1661,45,499,70,530
1225,1661,50,500,83,530
880,1661,48,500,80,526
1169,1661,44,499,82,530
1585,35873,292,490,643,834
607,35873,237,486,617,851
1684,35873,249,492,637,812
828,35873,56,480,658,896
1400,35873,361,477,652,892
1371,13983,39,694,58,709
1322,13983,45,695,55,703
792,13983,46,695,56,709
387,13983,43,694,58,709
1046,13983,43,695,58,708
1103,13983,40,694,57,709
25,8904,178,379,260,503
1181,8904,51,350,328,525
71,8904,25,333,334,525
287,8904,202,436,264,458
1717,8904,59,367,292,508
183,8904,46,319,330,548
1012,8904,133,343,276,537
29,8904,63,344,311,532
525,8904,29,325,317,537
1547,8904,38,342,326,549
577,5447,57,604,853,1286
572,5447,66,619,703,1265
1494,5447,334,713,338,716
681,5447,434,865,586,1169
1553,5447,75,638,795,1254
632,5447,39,608,902,1272
947,5447,68,601,836,1289
1128,5447,56,626,718,1275
1264,25963,108,1053,301,1185
1046,25963,208,1096,245,1156
1368,25963,157,1077,260,1121
119,25963,124,1054,307,1175
507,25963,157,1056,285,1175
501,25963,125,1063,287,1167
64,25963,144,1109,213,1127
1470,25963,113,1068,287,1178
1218,25963,117,1033,306,1166
788,25963,197,1036,282,1180
1508,11258,31,578,34,580
585,11258,32,578,36,584
35,11258,31,578,41,582
140,11258,28,575,41,585
1197,11258,39,579,41,580
594,11258,31,578,33,583
201,11258,30,578,41,583
1239,11258,28,582,31,585
909,11258,31,578,34,580
1502,18729,93,936,280,1025
1728,18729,67,921,277,1046
1444,18729,88,936,280,1013
297,18729,72,918,281,1046
367,18729,206,919,281,997
699,18729,78,928,282,1002
761,31398,115,550,489,903
1573,31398,154,525,462,824
134,31398,109,537,729,987
1196,31398,136,529,679,951
1508,31398,57,520,669,960
255,31398,117,508,705,992
32,31398,129,508,687,942
134,31392,43,742,546,1310
1573,31392,49,656,157,829
255,31392,36,735,646,1323
1440,31392,53,655,713,1297
761,31392,147,736,616,1221
306,31392,63,729,586,1257
1573,1751,103,516,444,677
1017,1751,92,514,514,842
1445,1751,96,533,341,852
1383,1751,146,671,509,862
1508,1751,40,528,447,672
858,26233,65,672,422,979
1454,26233,86,667,357,974
31,26233,64,705,394,967
647,26233,129,712,407,956
34,26233,80,767,351,967
761,26233,168,698,361,907
1447,26233,166,703,375,790
391,13293,185,390,640,1049
1417,13293,160,381,753,1089
1046,13293,144,454,772,1076
748,13386,376,584,598,813
739,13386,158,580,609,926
685,13386,135,571,627,942
1233,13386,289,586,542,838
17,13386,350,587,528,841
1007,13386,155,592,597,911
802,13386,216,628,549,864
1177,13386,184,599,592,939
947,13386,187,609,615,918
407,3433,267,860,326,932
182,3433,176,802,395,1064
577,3433,137,793,332,1018
1281,3433,116,805,360,1119
333,3433,149,726,382,1045
1235,3433,106,601,814,1170
335,3433,143,728,768,1069
464,3433,123,756,828,985
242,3433,58,532,954,1131
889,3433,103,688,913,1084
120,21486,66,724,157,800
342,21486,73,726,129,820
853,21486,76,727,140,795
1477,30615,23,475,79,515
1046,30615,33,478,69,515
1594,30615,24,475,80,516
1514,14182,227,872,944,1278
1589,14182,42,792,912,1501
1591,14182,137,860,926,1198
1159,14182,204,812,947,1509
664,14182,40,864,885,1511
552,14182,75,841,944,1241
1684,14182,354,821,993,1255
1086,14182,605,837,859,1096
161,14182,53,880,990,1204
477,4408,56,847,83,881
948,4408,47,848,83,882
1005,4408,53,845,87,880
1595,24307,26,348,262,636
1700,24307,20,354,238,729
794,24307,31,352,249,739
1351,32513,96,807,583,1081
874,32513,80,840,172,980
1244,32513,84,796,588,1031
1513,32513,90,799,582,1093
100,32513,76,785,576,1061
656,32513,68,791,583,1062
134,22880,41,730,71,752
1508,22880,44,732,54,750
438,22880,46,733,60,751
1291,22880,46,732,71,753
1350,22880,40,730,71,754
1562,22880,42,731,68,752
653,22880,42,732,60,737
1241,22880,46,732,57,752
247,22880,48,732,56,738
689,32067,51,595,740,1262
237,32067,223,622,651,1162
335,32067,251,621,585,955
947,32067,54,586,725,1253
191,32067,230,638,625,956
128,32067,40,589,777,1253
1281,32067,40,587,731,1263
957,32067,249,634,662,1000
1654,32067,291,657,601,1063
1225,29550,19,317,561,949
228,29550,21,307,553,972
932,29550,16,298,548,969
886,35189,195,470,714,1047
506,35189,140,486,794,1017
1046,35189,173,477,698,1021
886,35102,213,980,834,1323
506,35102,168,959,843,1338
169,35102,155,897,885,1362
1408,35102,247,983,794,1338
615,35102,154,960,839,1319
1704,35102,123,853,888,1422
814,34543,117,908,385,1167
94,34543,79,900,416,1206
200,34543,107,909,398,1213
242,25399,199,307,803,639
12,25399,285,255,675,552
957,25399,212,192,834,601
189,25399,127,176,853,683
941,25399,277,250,826,601
1554,25399,128,151,855,693
947,31749,56,1014,64,1018
957,31749,56,1014,64,1018
1230,31749,57,1015,64,1018
577,31749,56,1014,64,1018
129,31749,56,1014,64,1018
525,31749,57,1015,60,1017
470,27245,109,485,276,758
853,27245,66,475,311,651
952,27245,55,487,259,682
338,27245,94,476,309,743
941,27245,40,426,324,936
468,27245,29,406,307,846
421,27245,66,448,348,670
1011,27245,16,344,328,851
944,19261,71,618,129,668
891,19261,65,606,135,662
1610,19261,70,610,125,661
917,13502,57,490,846,1031
1212,13502,342,503,877,1064
597,13502,89,503,848,987
1303,22610,43,490,69,500
1163,22610,40,489,74,504
1461,22610,37,491,71,505
775,22610,34,481,74,508
772,22610,44,487,70,505
55,22610,44,492,70,501
1079,22610,43,484,70,506
165,22610,44,490,69,503
983,16066,74,725,389,1107
1681,16066,72,743,414,1095
106,16066,123,748,311,1033
657,16066,127,752,320,1019
1509,16066,113,766,341,1016
1629,16066,93,733,376,1031
1626,16066,104,743,300,856
552,16066,106,753,362,1031
413,17222,232,700,374,835
1374,17222,67,683,352,827
1713,17222,57,665,388,870
1721,17222,39,652,383,826
738,17222,44,683,223,858
1375,17222,75,677,364,837
552,15026,67,749,901,1462
867,15026,35,770,958,1545
1681,15026,117,796,892,1233
905,9021,34,357,338,510
